facility_name,county,facility_type,flag_reason,deficiency_tag,deficiency_summary,survey_date,reported_nurse_hprd,state_mandated_hprd,casemix_expected_hprd,staffing_rating,md_license_number,cms_ccn,source_portal,source_url,scraped_at_utc
CRESCENT CITIES NURSING & REHABILITATION CENTER,Riverdale,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2026-03-02,,,,,,215323,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER,Rockville,SNF,insufficient_staffing_citation,0947,"Ensure nurse aides have the skills they need to care for residents, and give nurse aides education in dementia care and abuse prevention.",2025-08-08,,,,,,215092,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
HEBREW HOME OF GREATER WASHINGTON,Rockville,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-02-07,,,,,,215071,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
INGLESIDE AT KING FARM,Rockville,SNF,insufficient_staffing_citation,0712,Ensure that the resident and his/her doctor meet face-to-face at all required visits.,2026-03-31,,,,,,215353,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
SHADY GROVE NURSING AND REHABILITATION CENTER,Rockville,SNF,insufficient_staffing_citation,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,2025-03-13,,,,,,215164,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
STERLING CARE ROCKVILLE NURSING,Rockville,SNF,insufficient_staffing_citation,0727,Have a registered nurse on duty 8 hours a day; and  select a registered nurse to be the director of nurses on a full time basis.,2025-01-22,,,,,,215107,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Anchorage Rehabilitation and Wellness Center,Salisbury,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2026-02-20,,,,,,215339,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
BAY HARBOR POST ACUTE HEALTHCARE CENTER,Salisbury,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-01-17,,,,,,215067,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
DEER'S HEAD CENTER,Salisbury,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2025-12-16,,,,,,215132,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Wicomico Nursing Home,Salisbury,SNF,insufficient_staffing_citation,0729,"Verify that a nurse aide has been trained; and if they haven't worked as a nurse aide for 2 years, receive retraining.",2019-06-13,,,,,,215007,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
BROOKE GROVE REHAB. & NSG CTR,Sandy Spring,SNF,insufficient_staffing_citation,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,2025-04-01,,,,,,215200,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
FRIENDS NURSING HOME,Sandy Spring,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2021-05-20,,,,,,215211,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT SEVERNA PARK LLC,Severna Park,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2021-07-26,,,,,,215143,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ALTHEA WOODLAND NURSING HOME,Silver Spring,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-04-25,,,,,,215228,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT OAKVIEW,Silver Spring,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2025-08-05,,,,,,215338,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT SILVER SPRING,Silver Spring,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2026-03-27,,,,,,215224,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
FAIRLAND CENTER,Silver Spring,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2025-04-16,,,,,,215015,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
FOX CHASE HEALTHCARE,Silver Spring,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-03-10,,,,,,215197,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Harmony Suites Rehabilitation and Wellness Center,Silver Spring,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-02-04,,,,,,215065,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
LAYHILL NURSING AND REHABILITATION CENTER,Silver Spring,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-10-09,,,,,,215168,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
"REGENCY CARE OF SILVER SPRING, LLC",Silver Spring,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-04-17,,,,,,215060,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
RIDERWOOD VILLAGE,Silver Spring,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2019-02-07,,,,,,215343,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
SNOW HILL REHABILITATION & HEALTHCARE  CENTER,Snow Hill,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-02-21,,,,,,215121,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ASBURY SOLOMONS,Solomons,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2021-12-08,,,,,,215304,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
SOLOMONS NURSING AND REHAB CENTER,Solomons,SNF,insufficient_staffing_citation,0727,Have a registered nurse on duty 8 hours a day; and  select a registered nurse to be the director of nurses on a full time basis.,2024-08-29,,,,,,215270,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ALICE BYRD TAWES NURSING HOME,Somerset,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.695; state minimum 3.76; casemix expected 3.499; staffing rating 5.,,3.69486,3.76,3.49936,5,,215058,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
MANOKIN NURSING AND REHAB,Somerset,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.324; state minimum 3.76; casemix expected 3.944; staffing rating 2.,,3.32387,3.76,3.94426,2,,215179,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
CHESAPEAKE SHORES NURSING CENTER,St. Marys,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.606; state minimum 3.76; casemix expected 3.924; staffing rating 3.,,3.60568,3.76,3.92379,3,,215142,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
ST. MARY'S NURSING CENTER INC,St. Marys,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.657; state minimum 3.76; casemix expected 3.680; staffing rating 4.,,3.65659,3.76,3.68031,4,,215013,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT BIRCH MANOR,Sykesville,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2018-08-03,,,,,,215136,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COPPER RIDGE NURSING AND ASSISTED LIVING CENTER,Sykesville,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-12-11,,,,,,215265,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
WILLOWBROOKE COURT SKILLED CARE CENTER FAIRHAVEN,Sykesville,SNF,insufficient_staffing_citation,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,2018-11-15,,,,,,215130,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
SLIGO CREEK HEALTHCARE,Takoma Park,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-02-20,,,,,,215327,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
PINES NURSING AND REHAB,Talbot,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.284; state minimum 3.76; casemix expected 4.235; staffing rating 1.,,3.28403,3.76,4.23514,1,,215010,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
WILLOWBROOKE CT SKILLED CARE CTR AT BAYLEIGH CHASE,Talbot,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.632; state minimum 3.76; casemix expected 3.503; staffing rating 4.,,3.63167,3.76,3.50271,4,,215137,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
"LORIEN TANEYTOWN, INC",Taneytown,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2025-06-27,,,,,,215348,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
LORIEN MAYS CHAPEL,Timonium,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2020-02-24,,,,,,215351,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT RUXTON,Towson,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2024-09-18,,,,,,215077,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
CHESTNUT GRN HLTH CTR BLAKEHUR,Towson,SNF,insufficient_staffing_citation,0727,Have a registered nurse on duty 8 hours a day; and  select a registered nurse to be the director of nurses on a full time basis.,2025-12-18,,,,,,215255,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT MULTI MEDICAL CENTER LLC,Towson,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2026-03-02,,,,,,215096,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
EDENWALD,Towson,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2022-06-17,,,,,,215372,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ORCHARD HILL REHABILITATION AND HEALTHCARE CENTER,Towson,SNF,insufficient_staffing_citation,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,2025-10-17,,,,,,215069,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
PICKERSGILL RETIREMENT COMMUNITY,Towson,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-01-31,,,,,,215259,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
TOWSON  REHABILITATION AND HEALTHCARE CENTER,Towson,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-10-23,,,,,,215054,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
WALDORF  CENTER,Waldorf,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2019-06-11,,,,,,215273,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT GLADE VALLEY,Walkersville,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-05-01,,,,,,215313,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT HAGERSTOWN,Washington,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 4.170; state minimum 3.76; casemix expected 4.954; staffing rating 3.,,4.16968,3.76,4.95400,3,,215365,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
CREEKSIDE CENTER FOR REHABILITATION AND NURSING,Washington,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.274; state minimum 3.76; casemix expected 3.969; staffing rating 2.,,3.27426,3.76,3.96945,2,,215113,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
Hagerstown Healthcare Center,Washington,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.486; state minimum 3.76; casemix expected 3.453; staffing rating 2.,,3.48560,3.76,3.45290,2,,215336,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
JULIA MANOR NURSING AND REHABILITATION  CENTER,Washington,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.304; state minimum 3.76; casemix expected 3.644; staffing rating 3.,,3.30351,3.76,3.64450,3,,215321,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
SOUTH MOUNTAIN REHAB CENTER,Washington,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.367; state minimum 3.76; casemix expected 4.128; staffing rating 2.,,3.36709,3.76,4.12814,2,,215144,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
WILLIAMSPORT HEALTH AND REHABILITATION CENTER,Washington,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 3.838; state minimum 3.76; casemix expected 4.509; staffing rating 1.,,3.83822,3.76,4.50944,1,,215198,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
MORAN  NURSING AND REHABILITATION CENTER,Westernport,SNF,insufficient_staffing_citation,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,2025-03-11,,,,,,215240,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ATLEE HILL HEALTH AND REHAB CENTER,Westminster,SNF,insufficient_staffing_citation,0947,"Ensure nurse aides have the skills they need to care for residents, and give nurse aides education in dementia care and abuse prevention.",2023-12-21,,,,,,215247,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Carroll Lutheran Village,Westminster,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2021-09-02,,,,,,215133,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Westminster Rehabilitation and Wellness Center,Westminster,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-08-14,,,,,,215094,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT WHEATON,Wheaton,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-04-10,,,,,,215025,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
MONTCARE AT WHEATON,Wheaton,SNF,insufficient_staffing_citation,0712,Ensure that the resident and his/her doctor meet face-to-face at all required visits.,2024-07-11,,,,,,215048,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
RESTORE HEALTH REHABILITATION CENTER,White Plains,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2025-06-30,,,,,,215362,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
Anchorage Rehabilitation and Wellness Center,Wicomico,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.241; state minimum 3.76; casemix expected 3.074; staffing rating 3.,,3.24146,3.76,3.07429,3,,215339,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
BAY HARBOR POST ACUTE HEALTHCARE CENTER,Wicomico,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.473; state minimum 3.76; casemix expected 4.084; staffing rating 3.,,3.47336,3.76,4.08429,3,,215067,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
Wicomico Nursing Home,Wicomico,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.749; state minimum 3.76; casemix expected 3.675; staffing rating 4.,,3.74851,3.76,3.67515,4,,215007,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
HOMEWOOD LIVING WILLIAMSPORT,Williamsport,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2024-08-09,,,,,,215225,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
WILLIAMSPORT HEALTH AND REHABILITATION CENTER,Williamsport,SNF,insufficient_staffing_citation,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,2025-12-10,,,,,,215198,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
BERLIN NURSING AND REHABILITATION CENTER,Worcester,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.089; state minimum 3.76; casemix expected 4.021; staffing rating 2.,,3.08881,3.76,4.02113,2,,215126,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
HARTLEY NURSING AND REHAB,Worcester,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.218; state minimum 3.76; casemix expected 3.995; staffing rating 2.,,3.21794,3.76,3.99473,2,,215134,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
SNOW HILL REHABILITATION & HEALTHCARE  CENTER,Worcester,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.630; state minimum 3.76; casemix expected 3.678; staffing rating 3.,,3.63028,3.76,3.67753,3,,215121,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
